ISSID,Municipality_metro,TownCity_Name,Coordinates,Start_Date,End_Date
747,Free State - Matjhabeng,Welkom,"-27.969597,26.823396",01/14/2014 12:00:00 AM,01/14/2014 12:00:00 AM
737,Limpopo - Polokwane,Polokwane,"-23.901042,29.705461",01/15/2014 12:00:00 AM,01/17/2014 12:00:00 AM
738,KwaZulu Natal - eThekwini,Durban,"-29.064085,30.593037",01/15/2014 12:00:00 AM,01/15/2014 12:00:00 AM
739,Western Cape - City of Cape Town,Cape Town,"-33.953399,18.570915",01/15/2014 12:00:00 AM,01/17/2014 12:00:00 AM
742,Gauteng - City of Tshwane,Pretoria,"-25.499763,28.079839",01/15/2014 12:00:00 AM,01/15/2014 12:00:00 AM
749,KwaZulu Natal - UMgungundlovu,Pietermaritzburg,"-29.600252,30.379329",01/15/2014 12:00:00 AM,01/17/2014 12:00:00 AM
741,Gauteng - City of Tshwane,Pretoria,"-25.52548,28.09383",01/16/2014 12:00:00 AM,01/19/2014 12:00:00 AM
754,Eastern Cape - Cacadu,Somerset East,"-32.749998,25.807654",01/16/2014 12:00:00 AM,01/22/2014 12:00:00 AM
743,KwaZulu Natal - eThekwini,Durban,"-29.798459,30.591213",01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM
745,North West - Madibeng,Brits,"-25.604766,27.886731",01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM
748,Gauteng - West Rand,Johannesburg,"-26.145422,27.850292",01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM
750,KwaZulu Natal - eThekwini,Durban,"-29.856342,31.019381",01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM
744,Mpumalanga - Mbombela,Mbombela,"-25.413741,31.175312",01/19/2014 12:00:00 AM,01/19/2014 12:00:00 AM
735,Western Cape - City of Cape Town,Cape Town,"-34.053242,18.695339",01/20/2014 12:00:00 AM,01/20/2014 12:00:00 AM
753,Free State - Masilonyana,Bloemfontein,"-28.417787,26.699563",01/20/2014 12:00:00 AM,01/22/2014 12:00:00 AM
756,Gauteng - West Rand,Johannesburg,"-26.282084,27.703654",01/21/2014 12:00:00 AM,01/22/2014 12:00:00 AM
760,Western Cape - City of Cape Town,Cape Town,"-33.983296,18.566634",01/21/2014 12:00:00 AM,01/22/2014 12:00:00 AM
755,North West - Madibeng,Brits,"-25.633053,27.781971",01/22/2014 12:00:00 AM,01/22/2014 12:00:00 AM
757,Gauteng - West Rand,Roodepoort,"-26.172453,27.873997",01/23/2014 12:00:00 AM,01/23/2014 12:00:00 AM
758,Gauteng - City of Johannesburg,Johannesburg,"-26.10964,28.095772",01/23/2014 12:00:00 AM,01/23/2014 12:00:00 AM
759,North West - Rustenburg,Rustenburg,"-25.668528,27.523406",01/23/2014 12:00:00 AM,02/05/2014 00:00
770,Limpopo - Greater Tzaneen,Tzaneen,"-23.678407,30.326422",01/24/2014 12:00:00 AM,01/31/2014 12:00:00 AM
765,KwaZulu Natal - eThekwini,Durban,"-29.822877,30.879219",01/25/2014 12:00:00 AM,01/25/2014 12:00:00 AM
775,Gauteng - City of Johannesburg,Johannesburg,"-26.426271,27.861391",01/26/2014 12:00:00 AM,01/26/2014 12:00:00 AM
762,Gauteng - City of Johannesburg,Johannesburg,"-26.184672,27.997345",01/27/2014 12:00:00 AM,01/31/2014 12:00:00 AM
764,Gauteng - City of Johannesburg,Johannesburg,"-26.215169,28.051624",01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM
766,Eastern Cape - Buffalo City,King Williams Town,"-32.877326,27.390856",01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM
767,Western Cape - City of Cape Town,Cape Town,"-33.927507,18.431591",01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM
768,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.974301,25.644985",01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM
769,KwaZulu Natal - eThekwini,Durban,"-29.8537,31.004714",01/27/2014 12:00:00 AM,01/31/2014 12:00:00 AM
772,Gauteng - West Rand,Roodepoort,"-26.15772,27.866541",01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM
776,Gauteng - Ekurhuleni,Johannesburg,"-25.995641,28.197139",01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM
779,Gauteng - City of Johannesburg,Johannesburg,"-26.23027,28.029211",01/27/2014 12:00:00 AM,01/31/2014 12:00:00 AM
797,Western Cape - City of Cape Town,Cape Town,"-33.932251,18.64126",01/27/2014 12:00:00 AM,01/30/2014 12:00:00 AM
763,Gauteng Mogale - City Local Municipality,Krugersdorp,"-26.100205,27.765926",01/28/2014 12:00:00 AM,01/28/2014 12:00:00 AM
773,Western Cape - City of Cape Town,Cape Town,"-33.901165,18.619704",01/28/2014 12:00:00 AM,01/28/2014 12:00:00 AM
774,KwaZulu Natal - eThekwini,Durban,"-29.968914,30.91282",01/28/2014 12:00:00 AM,01/30/2014 12:00:00 AM
761,Gauteng - City of Tshwane,Pretoria,"-25.733232,28.163472",01/29/2014 12:00:00 AM,02/03/2014 00:00
771,Gauteng - Sedibeng,Vereeniging,"-26.700183,27.834511",01/29/2014 12:00:00 AM,01/29/2014 12:00:00 AM
782,Gauteng - City of Tshwane,Pretoria,"-25.411881,28.266693",01/29/2014 12:00:00 AM,02/03/2014 00:00
783,Gauteng - City of Tshwane,Pretoria,"-25.799891,28.742184",01/29/2014 12:00:00 AM,02/05/2014 00:00
784,KwaZulu Natal - eThekwini,Durban,"-29.849745,30.947347",01/29/2014 12:00:00 AM,01/30/2014 12:00:00 AM
788,Western Cape - City of Cape Town,Cape Town,"-34.054082,18.347336",01/29/2014 12:00:00 AM,02/03/2014 00:00
777,Limpopo - Greater Tzaneen,Tzaneen,"-23.69566,30.301531",01/30/2014 12:00:00 AM,01/31/2014 12:00:00 AM
841,Limpopo - Vhembe,Makhado,"-23.070019,29.647281",01/30/2014 12:00:00 AM,01/30/2014 12:00:00 AM
778,Western Cape - City of Cape Town,Cape Town,"-33.874086,18.510479",01/31/2014 12:00:00 AM,01/31/2014 12:00:00 AM
780,Eastern Cape - Buffalo City,East London,"-33.013733,27.90332",01/31/2014 12:00:00 AM,01/31/2014 12:00:00 AM
785,Gauteng - City of Johannesburg,Johannesburg,"-26.1935,28.055593",01/31/2014 12:00:00 AM,01/31/2014 12:00:00 AM
868,Eastern Cape - Chris Hani,Port Elizabeth,"-31.565958,26.556846",01/31/2014 12:00:00 AM,01/31/2014 12:00:00 AM
781,Gauteng - West Rand,Krugersdorp,"-26.026553,27.801834",02/01/2014 00:00,02/01/2014 00:00
786,Gauteng - City of Johannesburg,Johannesburg,"-26.153088,27.832936",02/02/2014 00:00,02/02/2014 00:00
787,Gauteng - City of Johannesburg,Johannesburg,"-26.058171,27.903186",02/03/2014 00:00,02/03/2014 00:00
789,Gauteng - City of Tshwane,Pretoria,"-25.742317,28.186088",02/03/2014 00:00,02/03/2014 00:00
790,Western Cape - City of Cape Town,Cape Town,"-33.92549,18.419935",02/03/2014 00:00,02/03/2014 00:00
794,Gauteng - Ekurhuleni,Germiston,"-26.43461,28.505347",02/03/2014 00:00,02/03/2014 00:00
798,KwaZulu Natal - eThekwini,Durban,"-29.867422,30.980675",02/03/2014 00:00,02/03/2014 00:00
800,KwaZulu Natal - eThekwini,Durban,"-29.817245,30.945266",02/03/2014 00:00,02/06/2014 00:00
801,KwaZulu Natal - eThekwini,Durban,"-29.827354,30.838788",02/03/2014 00:00,02/06/2014 00:00
795,Western Cape - City of Cape Town,Cape Town,"-34.015673,18.550216",02/04/2014 00:00,02/04/2014 00:00
791,Gauteng - Emfuleni,Johannesburg,"-26.581005,27.833492",02/05/2014 00:00,02/06/2014 00:00
793,Western Cape - City of Cape Town,Cape Town,"-33.924079,18.416947",02/05/2014 00:00,02/05/2014 00:00
796,Gauteng - City of Tshwane,Pretoria,"-25.679436,28.74992",02/05/2014 00:00,02/05/2014 00:00
808,Eastern Cape - Buffalo City,East London,"-33.013747,27.90348",02/05/2014 00:00,02/07/2014 00:00
792,North West - Madibeng,Brits,"-25.739911,27.67592",02/06/2014 00:00,02/07/2014 00:00
799,Western Cape - City of Cape Town,Cape Town,"-34.119337,18.908665",02/06/2014 00:00,02/06/2014 00:00
806,North West - Madibeng,Brits,"-25.549682,28.016417",02/06/2014 00:00,02/07/2014 00:00
807,Western Cape - City of Cape Town,Cape Town,"-33.916325,18.427107",02/06/2014 00:00,02/06/2014 00:00
822,North West - Kgetlengrivier,Swartruggens,"-25.631796,26.683685",02/06/2014 00:00,02/06/2014 00:00
804,North West - Rustenburg,Rustenburg,"-25.700629,27.362082",02/07/2014 00:00,02/08/2014 00:00
818,Eastern Cape - King Sabata Dalindyebo,Bizana,"-30.856645,29.85691",02/07/2014 00:00,02/07/2014 00:00
802,Western Cape - Cape Winelands,Stellenbosch,"-33.876544,18.859649",02/08/2014 00:00,02/09/2014 00:00
803,Gauteng - Westonaria,Johannesburg,"-26.281987,27.70365",02/08/2014 00:00,02/09/2014 00:00
805,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.931397,25.569594",02/08/2014 00:00,02/09/2014 00:00
811,North West - Greater Taung,Taung,"-27.44283,24.693884",02/08/2014 00:00,02/09/2014 00:00
819,Eastern Cape - Engcobo,Engcobo,"-31.650715,28.223355",02/08/2014 00:00,02/09/2014 00:00
821,Gauteng - City of Tshwane,Pretoria,"-25.802982,28.747678",02/08/2014 00:00,02/09/2014 00:00
823,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.883884,25.576288",02/08/2014 00:00,02/09/2014 00:00
824,Gauteng - Emfuleni,Johannesburg,"-26.580698,27.823535",02/08/2014 00:00,02/09/2014 00:00
828,Western Cape - Stellenbosch,Cape Town,"-33.916547,18.849961",02/08/2014 00:00,02/09/2014 00:00
847,Gauteng - City of Johannesburg,Johannesburg,"-26.207179,28.031636",02/08/2014 00:00,02/08/2014 00:00
813,Western Cape - City of Cape Town,Cape Town,"-34.043557,18.584998",02/09/2014 00:00,02/10/2014 00:00
817,North West - Rustenburg,Rustenburg,"-25.629145,27.248827",02/09/2014 00:00,02/09/2014 00:00
845,Limpopo - Thulamela,Giyani,"-23.390476,30.67343",02/09/2014 00:00,02/09/2014 00:00
812,Western Cape - Cape Agulhas,Bredasdorp,"-34.533129,20.041938",02/10/2014 00:00,02/10/2014 00:00
814,Gauteng - City of Johannesburg,Johannesburg,"-26.208238,28.042167",02/12/2014 00:00,02/12/2014 00:00
815,Gauteng - City of Johannesburg,Johannesburg,"-26.204051,28.038116",02/12/2014 00:00,02/12/2014 00:00
816,North West - Moretele,Makapanstad,"-25.233904,28.117691",02/12/2014 00:00,02/12/2014 00:00
820,Eastern Cape - Buffalo City,East London,"-33.003589,27.899816",02/12/2014 00:00,02/12/2014 00:00
834,Mpumalanga - Nkangala,Delmas,"-26.104502,28.699329",02/12/2014 00:00,02/14/2014 12:00:00 AM
867,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.762595,25.39384",02/12/2014 00:00,02/12/2014 00:00
836,KwaZulu Natal - eThekwini,Durban,"-29.955976,30.941606",02/13/2014 12:00:00 AM,02/13/2014 12:00:00 AM
844,Gauteng - Midvaal,Johannesburg,"-26.581312,28.015968",02/13/2014 12:00:00 AM,02/14/2014 12:00:00 AM
846,Gauteng - City of Tshwane,Pretoria,"-25.698004,28.409388",02/13/2014 12:00:00 AM,02/13/2014 12:00:00 AM
866,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-30.976432,26.148724",02/13/2014 12:00:00 AM,02/13/2014 12:00:00 AM
832,KwaZulu Natal - eThekwini,Durban,"-29.837666,30.683585",02/14/2014 12:00:00 AM,02/14/2014 12:00:00 AM
833,Western Cape - City of Cape Town,Cape Town,"-34.043557,18.584998",02/14/2014 12:00:00 AM,02/14/2014 12:00:00 AM
835,Western Cape - City of Cape Town,Cape Town,"-33.926184,18.417717",02/14/2014 12:00:00 AM,02/14/2014 12:00:00 AM
838,Gauteng - City of Tshwane,Pretoria,"-25.750053,28.183751",02/14/2014 12:00:00 AM,02/14/2014 12:00:00 AM
839,KwaZulu Natal - Amajuba,Durban,"-28.633199,29.083801",02/14/2014 12:00:00 AM,02/14/2014 12:00:00 AM
831,Western Cape - City of Cape Town,Cape Town,"-33.968563,18.5382",02/15/2014 12:00:00 AM,02/15/2014 12:00:00 AM
850,Gauteng - West Rand,Johannesburg,"-26.232223,27.699867",02/15/2014 12:00:00 AM,02/15/2014 12:00:00 AM
829,Gauteng - City of Tshwane,Pretoria,"-25.499841,28.080169",02/16/2014 12:00:00 AM,02/17/2014 12:00:00 AM
837,KwaZulu Natal - eThekwini,Durban,"-29.988486,30.813278",02/16/2014 12:00:00 AM,02/16/2014 12:00:00 AM
825,KwaZulu Natal - eThekwini,Durban,"-30.207482,30.789902",02/17/2014 12:00:00 AM,02/17/2014 12:00:00 AM
826,Western Cape - Saldanha Bay,Cape Town,"-32.899407,17.983747",02/17/2014 12:00:00 AM,02/17/2014 12:00:00 AM
827,KwaZulu Natal - eThekwini,Durban,"-29.827354,30.838788",02/17/2014 12:00:00 AM,02/17/2014 12:00:00 AM
830,Gauteng - City of Johannesburg,Johannesburg,"-26.157749,27.866573",02/17/2014 12:00:00 AM,02/17/2014 12:00:00 AM
853,Limpopo - Vhembe,Makhado,"-23.082258,30.283285",02/17/2014 12:00:00 AM,02/18/2014 12:00:00 AM
856,Mpumalanga - Ehlanzeni,Nelspruit,"-25.483145,31.517022",02/17/2014 12:00:00 AM,02/17/2014 12:00:00 AM
858,Gauteng - Ekurhuleni,East Rand,"-26.20381,28.241459",02/17/2014 12:00:00 AM,02/18/2014 12:00:00 AM
840,Gauteng - City of Johannesburg,Johannesburg,"-26.010028,27.94102",02/18/2014 12:00:00 AM,02/19/2014 12:00:00 AM
842,Gauteng - City of Johannesburg,Johannesburg,"-26.202482,27.876581",02/18/2014 12:00:00 AM,02/18/2014 12:00:00 AM
851,Gauteng - Westonaria,Johannesburg,"-26.174543,27.697771",02/18/2014 12:00:00 AM,02/18/2014 12:00:00 AM
855,Gauteng - City of Tshwane,Pretoria,"-25.787063,28.141755",02/18/2014 12:00:00 AM,02/18/2014 12:00:00 AM
857,Mpumalanga - Bushbuckridge,Bushbuckridge,"-24.837842,31.074043",02/18/2014 12:00:00 AM,02/18/2014 12:00:00 AM
843,Gauteng - City of Tshwane,Pretoria,"-25.63936,28.526488",02/19/2014 12:00:00 AM,02/20/2014 12:00:00 AM
854,North West - Rustenburg,Rustenburg,"-24.988275,27.188494",02/20/2014 12:00:00 AM,02/20/2014 12:00:00 AM
862,Western Cape - City of Cape Town,Cape Town,"-33.983225,18.555465",02/20/2014 12:00:00 AM,02/25/2014 12:00:00 AM
865,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.858825,25.487207",02/20/2014 12:00:00 AM,02/20/2014 12:00:00 AM
877,Gauteng - Ekurhuleni,East Rand,"-26.379491,28.120609",02/20/2014 12:00:00 AM,02/20/2014 12:00:00 AM
863,KwaZulu Natal - eThekwini,Durban,"-30.028529,30.864237",02/21/2014 12:00:00 AM,02/21/2014 12:00:00 AM
860,Limpopo - Sekhukhune,Polokwane,"-24.420307,29.752515",02/22/2014 12:00:00 AM,02/23/2014 12:00:00 AM
859,Limpopo - Capricorn,Polokwane,"-24.36078,29.327818",02/23/2014 12:00:00 AM,02/23/2014 12:00:00 AM
861,KwaZulu Natal - eThekwini,Durban,"-29.85356,31.004809",02/24/2014 12:00:00 AM,02/25/2014 12:00:00 AM
864,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.961613,25.610309",02/24/2014 12:00:00 AM,02/25/2014 12:00:00 AM
874,KwaZulu Natal - eThekwini,Durban,"-29.853765,31.004757",02/24/2014 12:00:00 AM,02/25/2014 12:00:00 AM
876,Gauteng - Ekurhuleni,East Rand,"-26.203964,28.242905",02/24/2014 12:00:00 AM,02/24/2014 12:00:00 AM
873,KwaZulu Natal - eThekwini,Durban,"-29.808904,30.956208",02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM
875,KwaZulu Natal - eThekwini,Durban,"-29.728757,30.989658",02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM
878,Gauteng - City of Johannesburg,Johannesburg,"-26.215977,27.866108",02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM
869,North West - Mafikeng,Mahikeng,"-26.282949,25.112289",02/27/2014 12:00:00 AM,02/28/2014 12:00:00 AM
870,Gauteng - City of Johannesburg,Johannesburg,"-26.261245,27.901398",02/27/2014 12:00:00 AM,02/28/2014 12:00:00 AM
871,Gauteng - City of Johannesburg,Johannesburg,"-26.542043,27.857205",02/27/2014 12:00:00 AM,02/27/2014 12:00:00 AM
872,Western Cape - City of Cape Town,Cape Town,"-33.922281,18.422674",02/27/2014 12:00:00 AM,02/27/2014 12:00:00 AM
